stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,6.569929,low_utilization,4,57,711,199,3,1,1,1,15343,15343,122021,122021,94,94,0.002
1,2,2,13.779688,worst_time_per_person,4,64,871,191,4,1,1,1,15343,15343,121758,121758,94,94,0.00197
1,3,3,18.464912,random_routes,5,84,821,195,5,1,0,0,15343,15343,121758,121758,94,94,0.00194045
1,4,4,22.114929,random_routes,4,70,590,142,4,1,0,0,15343,15343,121758,121758,94,94,0.0019113432500000001
1,5,5,31.336807,random_routes,4,72,571,225,4,1,0,0,15343,15343,121758,121758,94,94,0.00188267310125
1,6,6,37.940604,random_routes,4,70,684,128,4,1,0,0,15343,15343,121758,121758,94,94,0.00185443300473125
1,7,7,46.057113,random_routes,5,79,873,189,5,1,0,0,15343,15343,121758,121758,94,94,0.0018266165096602813
1,8,8,63.515367,random_routes,4,66,763,423,4,1,0,0,15343,15343,121758,121758,94,94,0.0017992172620153772
1,9,9,75.314375,land_reassignment,5,89,620,225,5,1,1,1,15333,15333,121717,121717,94,94,0.0017722290030851465
1,10,10,79.812604,land_reassignment,4,76,578,81,4,1,0,0,15333,15333,121717,121717,94,94,0.0017456455680388693
1,11,11,99.16005,low_utilization,5,81,848,399,5,0,0,0,15333,15333,121717,121717,94,94,0.0017194608845182862
1,12,12,123.23233,random_routes,5,87,824,431,5,1,0,0,15333,15333,121717,121717,94,94,0.0016936689712505118
1,13,13,125.262517,land_reassignment,4,76,594,81,4,1,0,0,15333,15333,121717,121717,94,94,0.0016682639366817542
1,14,14,132.886048,land_reassignment,5,87,814,225,5,1,0,0,15333,15333,121717,121717,94,94,0.001643239977631528
1,15,15,140.434962,related_routes,5,83,649,144,5,1,0,0,15333,15333,121717,121717,94,94,0.001618591377967055
1,16,16,153.73275,low_utilization,4,63,582,314,4,1,0,0,15333,15333,121717,121717,94,94,0.001594312507297549
